seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
motu132	Cynoscion regalis isolate RF53 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	MH377810	95.83	2.61518e-68	147.0
motu132	Cynoscion regalis mitochondrion, partial genome	KX364159	95.83	2.61518e-68	147.0
motu132	Cynoscion regalis voucher USNM:FISH:405801 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039307|gb|OR379354.1| Cynoscion regalis voucher USNM:FISH:405802 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039308|gb|OR379355.1| Cynoscion regalis voucher USNM:FISH:405803 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OR379353	95.83	2.61518e-68	147.0
motu132	Cynoscion regalis voucher USNM:FISH:433074 mitochondrion, complete genome	OP056988	95.83	2.61518e-68	147.0
motu132	Bahaba taipingensis mitochondrion, complete genome >gi|398314319|gb|JX232404.1| Bahaba taipingensis mitochondrion, complete genome	NC_018347	95.83	2.61518e-68	147.0
motu132	Umbrina canariensis isolate BARC-014 small subunit ribosomal RNA gene, partial sequence; mitochondrial	ON000354	95.78	3.38295e-67	145.0
motu132	Umbrina canariensis isolate BARC-006 small subunit ribosomal RNA gene, partial sequence; mitochondrial	ON000353	95.78	3.38295e-67	145.0
motu132	Aplodinotus grunniens mitochondrion, complete genome	MG599474	95.78	1.21673e-66	144.0
motu132	Pogonias cromis isolate RF67 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	MH377820	95.24	1.21673e-66	144.0
motu132	Aplodinotus grunniens isolate NEFC_F22-280 mitochondrion, complete genome	PQ064522	95.78	1.21673e-66	144.0
motu132	Pogonias cromis voucher USNM:FISH:429961 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557040181|gb|OR380228.1| Pogonias cromis voucher USNM:FISH:429962 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557040245|gb|OR380292.1| Pogonias cromis voucher USNM:FISH:431108 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557040246|gb|OR380293.1| Pogonias cromis voucher USNM:FISH:431109 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557040247|gb|OR380294.1| Pogonias cromis voucher USNM:FISH:431110 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OR380227	95.24	1.21673e-66	144.0
motu132	Pogonias cromis isolate SB001L small subunit ribosomal RNA gene, partial sequence; mitochondrial	OR577205	95.24	1.21673e-66	144.0
motu132	Pogonias cromis voucher USNM:FISH:422152 mitochondrion, complete genome	OP057004	95.24	1.21673e-66	144.0
motu132	Aplodinotus grunniens isolate 62699 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ198790	95.78	1.21673e-66	144.0
motu132	Aplodinotus grunniens isolate 62670 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ198771	95.78	1.21673e-66	144.0
motu132	Aplodinotus grunniens isolate 62669 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ198770	95.78	1.21673e-66	144.0
motu132	Aplodinotus grunniens isolate 62667 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ198769	95.78	1.21673e-66	144.0
motu132	Pogonias cromis isolate 62360 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OP154167	95.24	1.21673e-66	144.0
motu132	Pogonias cromis isolate 59205 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OP154154	95.24	1.21673e-66	144.0
motu132	Equetus lanceolatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:10738	LC036869	95.18	1.57393e-65	142.0
motu132	Cheilotrema saturnum voucher #03-165 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846379	95.21	1.57393e-65	142.0
motu132	Umbrina cirrosa isolate BARC-015 small subunit ribosomal RNA gene, partial sequence; mitochondrial	ON000355	95.18	1.57393e-65	142.0
motu132	Equetus lanceolatus voucher USNM:FISH:431347 mitochondrion, complete genome >gi|2576857262|gb|OR546151.1| Equetus lanceolatus voucher USNM:FISH:431347 mitochondrion, complete genome	NC_083003	94.58	7.3228e-64	139.0
motu132	Cynoscion nothus isolate 64004 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OR428556	94.05	2.63375e-63	138.0
motu132	Sciaenops ocellatus isolate 62320 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OP154162	94.55	2.63375e-63	138.0
motu132	Sciaenops ocellatus isolate 59362 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OP154155	94.55	2.63375e-63	138.0
motu132	Sciaenops ocellatus mitochondrion, complete genome >gi|374350456|gb|JQ286004.1| Sciaenops ocellatus mitochondrion, complete genome	NC_016867	94.55	2.63375e-63	138.0
motu132	Sciaenops ocellatus KAUM:I:117330 mitochondrial gene for 12S rRNA, partial sequence >gi|2557039519|gb|OR379566.1| Sciaenops ocellatus voucher USNM:FISH:423888 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039523|gb|OR379570.1| Sciaenops ocellatus voucher USNM:FISH:423889 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039524|gb|OR379571.1| Sciaenops ocellatus voucher USNM:FISH:423844 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039525|gb|OR379572.1| Sciaenops ocellatus voucher USNM:FISH:423911 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039549|gb|OR379596.1| Sciaenops ocellatus voucher USNM:FISH:423951 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039599|gb|OR379646.1| Sciaenops ocellatus voucher USNM:FISH:426169 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039889|gb|OR379936.1| Sciaenops ocellatus voucher USNM:FISH:425066 small subunit ribosomal RNA gene, partial sequence; mitochondrial	LC579128	94.55	2.63375e-63	138.0
motu132	Leiostomus xanthurus voucher USNM:FISH:423749 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OR379479	93.98	3.40697e-62	136.0
motu132	Equetus punctatus voucher USNM:FISH:414607 mitochondrion, complete genome	OP056961	93.98	3.40697e-62	136.0
motu132	Cynoscion leiarchus mitochondrion, complete genome >gi|2700651122|gb|PP032967.1| Cynoscion leiarchus mitochondrion, complete genome	NC_087994	93.94	1.22536e-61	135.0
motu132	Cynoscion nebulosus voucher USNM:FISH:425081 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039796|gb|OR379843.1| Cynoscion nebulosus voucher USNM:FISH:425030 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039797|gb|OR379844.1| Cynoscion nebulosus voucher USNM:FISH:425022 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039798|gb|OR379845.1| Cynoscion nebulosus voucher USNM:FISH:425017 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039799|gb|OR379846.1| Cynoscion nebulosus voucher USNM:FISH:425026 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039803|gb|OR379850.1| Cynoscion nebulosus voucher USNM:FISH:426138 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039804|gb|OR379851.1| Cynoscion nebulosus voucher USNM:FISH:426132 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557040278|gb|OR380325.1| Cynoscion nebulosus voucher USNM:FISH:438472 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OR379656	93.45	1.22536e-61	135.0
motu132	Leiostomus xanthurus voucher USNM:FISH:423750 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039434|gb|OR379481.1| Leiostomus xanthurus voucher USNM:FISH:423751 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039435|gb|OR379482.1| Leiostomus xanthurus voucher USNM:FISH:423752 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039436|gb|OR379483.1| Leiostomus xanthurus voucher USNM:FISH:423753 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039437|gb|OR379484.1| Leiostomus xanthurus voucher USNM:FISH:423754 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039883|gb|OR379930.1| Leiostomus xanthurus voucher USNM:FISH:426224 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039884|gb|OR379931.1| Leiostomus xanthurus voucher USNM:FISH:426226 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039885|gb|OR379932.1| Leiostomus xanthurus voucher USNM:FISH:426229 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039886|gb|OR379933.1| Leiostomus xanthurus voucher USNM:FISH:426227 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039887|gb|OR379934.1| Leiostomus xanthurus voucher USNM:FISH:425062 small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|2557039888|gb|OR379935.1| Leiostomus xanthurus voucher USNM:FISH:426216 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OR379480	93.94	1.22536e-61	135.0
motu132	Cynoscion nebulosus voucher USNM:FISH:420950 mitochondrion, complete genome	OP057009	93.45	1.22536e-61	135.0
motu132	Leiostomus xanthurus voucher USNM:FISH:416576 mitochondrion, complete genome	OP056820	93.94	1.22536e-61	135.0
motu132	Cynoscion nebulosus isolate 62359 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OP154166	93.45	1.22536e-61	135.0
motu132	Leiostomus xanthurus isolate 58951 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OP154152	93.94	1.22536e-61	135.0
motu145	Uncultured bacterium clone Upland_8_4723 16S ribosomal RNA gene, partial sequence	JF985425	99.21	1.10584e-123	247.0
motu145	Uncultured bacterium clone OTU_8122 16S ribosomal RNA gene, partial sequence	KX975449	98.81	5.14499e-122	244.0
motu145	Uncultured bacterium clone New.OTU10052_1 16S ribosomal RNA gene, partial sequence	MF366885	99.18	3.09649e-119	239.0
motu145	Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence >gi|1002672817|gb|KU336485.1| Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence	KU223959	99.18	3.09649e-119	239.0
motu145	Uncultured bacterium clone 13687 16S ribosomal RNA gene, partial sequence	KT913962	98.78	1.44066e-117	236.0
motu145	Uncultured bacterium clone filt880525 16S ribosomal RNA gene, partial sequence	KY959758	98.78	1.44066e-117	236.0
motu145	Uncultured bacterium clone 2566 16S ribosomal RNA gene, partial sequence	KX704750	98.37	6.70272e-116	233.0
motu145	Uncultured bacterium clone A494_Bac838 16S ribosomal RNA gene, partial sequence	KY125452	97.98	6.70272e-116	233.0
motu145	Uncultured bacterium clone OTU114679_AL214_99315 16S ribosomal RNA gene, partial sequence	KP916885	99.16	8.67051e-115	231.0
motu145	uncultured fungus genomic DNA sequence contains ITS1	OW837030	97.22	8.67051e-115	231.0
motu145	Uncultured bacterium clone 1516 16S ribosomal RNA gene, partial sequence	KX703590	97.96	3.11847e-114	230.0
motu145	Uncultured bacterium clone OTU_1330 16S ribosomal RNA gene, partial sequence	KX968996	96.44	5.21831e-112	226.0
motu145	Uncultured bacterium clone 1896 16S ribosomal RNA gene, partial sequence	KX704011	97.14	6.75031e-111	224.0
motu145	Uncultured bacterium clone OTU_15091 16S ribosomal RNA gene, partial sequence	KR846375	97.14	6.75031e-111	224.0
motu145	Uncultured bacterium clone 13205 16S ribosomal RNA gene, partial sequence	KU110037	97.14	6.75031e-111	224.0
motu145	Uncultured bacterium clone OTU_32213 16S ribosomal RNA gene, partial sequence	KU340261	97.14	6.75031e-111	224.0
motu145	Uncultured bacterium clone OTU_30375 16S ribosomal RNA gene, partial sequence	KU339905	97.14	6.75031e-111	224.0
motu145	Uncultured bacterium clone filt94666 16S ribosomal RNA gene, partial sequence	KY958426	97.14	6.75031e-111	224.0
motu145	Uncultured bacterium clone 5565 16S ribosomal RNA gene, partial sequence	KU103006	96.73	3.14061e-109	221.0
motu145	Uncultured bacterium clone 1130 16S ribosomal RNA gene, partial sequence	KU098771	96.73	3.14061e-109	221.0
motu145	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762481	96.73	3.14061e-109	221.0
motu145	Uncultured bacterium clone OTU86161_AL210_10792 16S ribosomal RNA gene, partial sequence	KP936213	96.33	1.46118e-107	218.0
motu145	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334644|emb|OW749841.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539421	96.33	1.46118e-107	218.0
motu145	Uncultured bacterium clone filt72 16S ribosomal RNA gene, partial sequence	KY957207	96.33	1.46118e-107	218.0
motu145	Uncultured bacterium clone OTU_12463 16S ribosomal RNA gene, partial sequence	KU328510	95.92	6.79823e-106	215.0
motu145	Uncultured bacterium clone filt380918 16S ribosomal RNA gene, partial sequence	KY955203	95.92	6.79823e-106	215.0
motu145	Uncultured bacterium clone OTU56698_AL228_43774 16S ribosomal RNA gene, partial sequence	KP932077	95.51	3.16291e-104	212.0
motu145	Uncultured bacterium clone OTU_2276 16S ribosomal RNA gene, partial sequence	MN195079	94.47	1.13758e-103	211.0
motu145	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334157|emb|OW749566.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539357	95.47	4.09148e-103	210.0
motu145	Uncultured bacterium clone OTU120447_AL224_102778 16S ribosomal RNA gene, partial sequence	KP917683	95.78	1.90358e-101	207.0
motu145	Uncultured bacterium clone OTU_22339 16S ribosomal RNA gene, partial sequence	KR853623	93.88	1.48201e-97	200.0
motu145	Uncultured bacterium clone OTU107964_AL248_7037625 16S ribosomal RNA gene, partial sequence	KP915990	93.47	6.8951e-96	197.0
motu145	Uncultured bacterium clone filt2090313 16S ribosomal RNA gene, partial sequence	KY953835	93.47	6.8951e-96	197.0
motu145	Uncultured bacterium clone 29626 16S ribosomal RNA gene, partial sequence	KU124981	93.06	3.20798e-94	194.0
motu145	Uncultured bacterium Har12May-598 gene for 16S rRNA, partial sequence	LC641269	98.52	3.20798e-94	194.0
motu145	Uncultured bacterium clone HG-J0114 16S ribosomal RNA gene, partial sequence	JN408878	91.70	5.36808e-92	190.0
motu145	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: WsL02806	AB794419	91.30	2.49753e-90	187.0
motu145	Uncultured bacterium C1_B036 16S ribosomal RNA gene, partial sequence	AF419697	91.30	2.49753e-90	187.0
motu145	Uncultured organism isolate 1207VA12 clone 3 16S ribosomal RNA gene, partial sequence	KT271321	91.87	3.23075e-89	185.0
motu145	Uncultured bacterium clone OTU155918_AL243_2146038 16S ribosomal RNA gene, partial sequence	KP922735	91.18	4.20892e-83	174.0
motu151	Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence	CP016022	100.00	1.37776e-122	245.0
motu151	Ralstonia insidiosa strain FC1138 chromosome 1, complete sequence	CP012605	96.73	3.02483e-109	221.0
motu151	Ralstonia sp. RRA chromosome, complete genome	CP146091	94.69	6.59409e-101	206.0
motu151	Ralstonia insidiosa strain 15-1563-3 chromosome 1, complete sequence	CP093303	94.69	6.59409e-101	206.0
motu165	Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Pla_018_001	AB807043	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone SeaWat_55010 16S ribosomal RNA gene, partial sequence	JQ199990	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone SeaWat_51593 16S ribosomal RNA gene, partial sequence	JQ199643	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone SeaWat_67343 16S ribosomal RNA gene, partial sequence	JQ197570	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone SeaWat_63343 16S ribosomal RNA gene, partial sequence	JQ197267	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone SeaWat_63518 16S ribosomal RNA gene, partial sequence	JQ197233	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone Herring_CF12 16S ribosomal RNA gene, partial sequence	JQ191597	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone Herring_CC06 16S ribosomal RNA gene, partial sequence	JQ191557	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone Herring_BF09 16S ribosomal RNA gene, partial sequence	JQ191505	100.00	5.10872e-127	253.0
motu165	Uncultured Planctomycetaceae bacterium clone GG101008Clone85 16S ribosomal RNA gene, partial sequence	JN591939	100.00	5.10872e-127	253.0
motu165	Uncultured marine bacterium clone B3H7 16S ribosomal RNA gene, partial sequence	GU317850	100.00	5.10872e-127	253.0
motu165	Uncultured marine bacterium clone B3D5 16S ribosomal RNA gene, partial sequence	GU317842	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium partial 16S rRNA, clone E02_CW02	AM911414	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone Hg91D7 16S ribosomal RNA gene, partial sequence	EU236363	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone FS266-30B-03 16S ribosomal RNA gene, partial sequence	DQ513079	100.00	5.10872e-127	253.0
motu165	Uncultured organism clone ctg_NISA371 16S ribosomal RNA gene, partial sequence	DQ396110	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone NH10_19 16S ribosomal RNA gene, partial sequence	DQ372846	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone NH10_04 16S ribosomal RNA gene, partial sequence	DQ372841	100.00	5.10872e-127	253.0
motu165	Uncultured bacterium clone NH10_02 16S ribosomal RNA gene, partial sequence	DQ372839	100.00	5.10872e-127	253.0
motu165	Uncultured Planctomycetaceae bacterium clone AG-470-C02 16S ribosomal RNA gene, partial sequence	MH077454	99.60	2.37686e-125	250.0
motu165	Uncultured Planctomycetaceae bacterium clone AG-325-C15 16S ribosomal RNA gene, partial sequence	MH075117	99.60	2.37686e-125	250.0
motu165	Uncultured bacterium clone Otu103 16S ribosomal RNA gene, partial sequence	MF040093	99.60	2.37686e-125	250.0
motu165	Uncultured bacterium clone BAC_OTU_116 16S ribosomal RNA gene, partial sequence	KP091094	99.60	2.37686e-125	250.0
